iteration,choice,cr1,cr2,cr3,cr4,cr5,b1.1,b1.2,b2.1,b2.2,b3.1,b3.2,b4.1,b4.2,b5.1,b5.2,pd1,pd2,pd3,pd4,pd5,n1,n2,n3,n4,n5
467,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,159,0.21345254096068367,0.12016652098472735,0.4792430372062558,0.4056650184063319,0.5242651585372237,8,9,44,113,293
468,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,160,0.2818219520064344,0.0824386647711559,0.2385050495817834,0.3433037238807696,0.45905251006437803,8,9,44,113,294
469,5,0,0,15,42,136,1,9,1,10,16,30,43,72,137,160,0.02663801782251609,3.353748597507436e-4,0.39865926830457005,0.41938594182430244,0.510222983902226,8,9,44,113,295
470,5,0,0,15,42,137,1,9,1,10,16,30,43,72,138,160,0.004760114123115245,0.08932013092367727,0.38532110157190047,0.34147315508694903,0.4899717912107162,8,9,44,113,296
471,5,0,0,15,42,138,1,9,1,10,16,30,43,72,139,160,0.04657609135556038,0.03733365200142426,0.38737665000282157,0.5095007038752918,0.4610635734334459,8,9,44,113,297
472,4,0,0,15,43,138,1,9,1,10,16,30,44,72,139,160,0.005927798912449239,0.007014868165858543,0.45768766002255584,0.3752140209385596,0.432888748725616,8,9,44,114,297
473,3,0,0,15,43,138,1,9,1,10,16,31,44,72,139,160,0.1442941649558751,0.20217977397780657,0.20628381941413607,0.3401589054123252,0.45809204814020665,8,9,45,114,297
474,5,0,0,15,43,138,1,9,1,10,16,31,44,72,139,161,0.03601424717784939,0.12219781632662254,0.2942944703298176,0.4251385506354964,0.47101518827163863,8,9,45,114,298
475,5,0,0,15,43,138,1,9,1,10,16,31,44,72,139,162,0.3034306795165199,0.004317547288367944,0.39021331614185534,0.3765331199277602,0.4899555464773133,8,9,45,114,299
476,5,0,0,15,43,139,1,9,1,10,16,31,44,72,140,162,0.07407044417464802,0.025382492014653625,0.37710273483050943,0.354045943192467,0.49375091842210583,8,9,45,114,300
477,5,0,0,15,43,140,1,9,1,10,16,31,44,72,141,162,0.0254598216826299,0.03657283565453304,0.3143628818044136,0.42114454090933906,0.4463075363256625,8,9,45,114,301
478,5,0,0,15,43,141,1,9,1,10,16,31,44,72,142,162,0.03705107838899202,0.09319793147386841,0.5041505520061642,0.31414127721070806,0.46012040454962677,8,9,45,114,302
479,3,0,0,15,43,141,1,9,1,10,16,32,44,72,142,162,0.14889625702477463,0.16790110575718253,0.18627161197250588,0.37730383631956926,0.45446878482681347,8,9,46,114,302
480,5,0,0,15,43,141,1,9,1,10,16,32,44,72,142,163,0.012594306436886499,0.022022763227811253,0.5087986372907186,0.34482201452502387,0.4426995223005985,8,9,46,114,303
481,3,0,0,16,43,141,1,9,1,10,17,32,44,72,142,163,0.041711754321464074,0.16275918055515567,0.37789663778253124,0.33336097703845113,0.49114435820745683,8,9,47,114,303
482,5,0,0,16,43,141,1,9,1,10,17,32,44,72,142,164,0.2193276369154881,0.13418108786832333,0.26637768871764317,0.43416505551172585,0.43144921320386975,8,9,47,114,304
483,4,0,0,16,44,141,1,9,1,10,17,32,45,72,142,164,0.007587682509063557,0.1667993219940935,0.34823991044074315,0.3787606707461347,0.464029280671023,8,9,47,115,304
484,5,0,0,16,44,141,1,9,1,10,17,32,45,72,142,165,0.032357755513380826,0.13524818215147408,0.4690087067719597,0.3271267291043257,0.46938843605329356,8,9,47,115,305
485,5,0,0,16,44,141,1,9,1,10,17,32,45,72,142,166,0.11196573722167408,0.025311594648215564,0.4513208583635433,0.2723141120606603,0.466997213828266,8,9,47,115,306
486,5,0,0,16,44,141,1,9,1,10,17,32,45,72,142,167,0.1760834436254121,0.1183494512750516,0.3628087946036895,0.44324164709056973,0.40851401979950486,8,9,47,115,307
487,4,0,0,16,45,141,1,9,1,10,17,32,46,72,142,167,0.016372984349754607,0.025363011120075007,0.3440337078835716,0.37905280030611177,0.481898754905196,8,9,47,116,307
488,5,0,0,16,45,142,1,9,1,10,17,32,46,72,143,167,0.08712210660363556,0.18659471324389648,0.36964329855456146,0.3920903747539634,0.4878819184966717,8,9,47,116,308
489,5,0,0,16,45,143,1,9,1,10,17,32,46,72,144,167,0.013920785585322771,0.1689401597561396,0.4202435773764459,0.4163164012612796,0.38618164248322645,8,9,47,116,309
490,3,0,0,16,45,143,1,9,1,10,17,33,46,72,144,167,0.07916417327469095,0.09025185332499294,0.4316047476931334,0.36383962003135845,0.4478991982423337,8,9,48,116,309
491,5,0,0,16,45,143,1,9,1,10,17,33,46,72,144,168,0.27652724218687613,0.06264468144895759,0.41223602427197675,0.43384023263270916,0.45681286767864276,8,9,48,116,310
492,5,0,0,16,45,143,1,9,1,10,17,33,46,72,144,169,0.07399751251040246,0.17038736504232205,0.3973424139824721,0.45769944616341796,0.4469514130540922,8,9,48,116,311
493,4,0,0,16,45,143,1,9,1,10,17,33,46,73,144,169,0.06031820029998172,0.06937342130817448,0.3912716121894549,0.3451794544251731,0.46203352783365254,8,9,48,117,311
494,5,0,0,16,45,144,1,9,1,10,17,33,46,73,145,169,0.02205326343951475,0.24354128110322265,0.3218125405283287,0.3497980372960909,0.44988377900414517,8,9,48,117,312
495,5,0,0,16,45,145,1,9,1,10,17,33,46,73,146,169,0.10358338771078354,0.08384238929086385,0.3625724215035879,0.33499344247896584,0.4703921846541186,8,9,48,117,313
496,5,0,0,16,45,146,1,9,1,10,17,33,46,73,147,169,0.10645512737911447,0.13025154694186306,0.311808669080224,0.46774282480216217,0.4797680264268087,8,9,48,117,314
497,5,0,0,16,45,146,1,9,1,10,17,33,46,73,147,170,0.18154153223680983,0.13882158311956216,0.32614057009559216,0.4972386968125133,0.4583454679003591,8,9,48,117,315
498,4,0,0,16,46,146,1,9,1,10,17,33,47,73,147,170,0.20650792226617481,0.12969712597224134,0.2850860041659959,0.43233339248135266,0.47853194020730994,8,9,48,118,315
499,5,0,0,16,46,147,1,9,1,10,17,33,47,73,148,170,0.011579151358165698,0.030959275541343086,0.2522664754703421,0.3544617867024034,0.49842871803060046,8,9,48,118,316
500,5,0,0,16,46,147,1,9,1,10,17,33,47,73,148,171,0.07317923549000131,0.02014336053009272,0.3501890381442415,0.29466100679592294,0.4737628456058849,8,9,48,118,317
