iteration,choice,cr1,cr2,cr3,cr4,cr5,b1.1,b1.2,b2.1,b2.2,b3.1,b3.2,b4.1,b4.2,b5.1,b5.2,pd1,pd2,pd3,pd4,pd5,n1,n2,n3,n4,n5
155,5,0,0,3,21,34,1,7,1,9,4,12,22,29,35,45,0.13519350713433226,0.08251038857556757,0.24418431099735594,0.38726037020634646,0.38129631715646556,6,8,14,49,78
156,4,0,0,3,21,34,1,7,1,9,4,12,22,30,35,45,0.116813864783314,0.2967901365532072,0.06675828408680304,0.38358294446515023,0.43901131227804335,6,8,14,50,78
157,5,0,0,3,21,34,1,7,1,9,4,12,22,30,35,46,0.11468331238402375,0.1973806496184295,0.3545882849335458,0.5346683266975454,0.49632804592260804,6,8,14,50,79
158,4,0,0,3,21,34,1,7,1,9,4,12,22,31,35,46,0.13881135914067427,0.04603508477540707,0.21867334039739936,0.38545741661900845,0.3868402727844133,6,8,14,51,79
159,5,0,0,3,21,35,1,7,1,9,4,12,22,31,36,46,0.22923530121005084,0.1784300211945632,0.19167642937387083,0.2545340650430045,0.4288257060827868,6,8,14,51,80
160,5,0,0,3,21,35,1,7,1,9,4,12,22,31,36,47,0.025611673496859867,0.08812940925479264,0.10792017854924899,0.3768609455547174,0.5258926150743661,6,8,14,51,81
161,5,0,0,3,21,36,1,7,1,9,4,12,22,31,37,47,0.047152012597633144,0.007421615790549713,0.33213762810290715,0.34357016301451987,0.4591591308707729,6,8,14,51,82
162,5,0,0,3,21,36,1,7,1,9,4,12,22,31,37,48,0.3018990599662714,0.03816683628170591,0.16822078591669298,0.5321165896561926,0.39726715241585997,6,8,14,51,83
163,4,0,0,3,21,36,1,7,1,9,4,12,22,32,37,48,0.033683971063751934,0.2102653228150885,0.12347720632819219,0.33983781805689406,0.3928552689015012,6,8,14,52,83
164,5,0,0,3,21,36,1,7,1,9,4,12,22,32,37,49,0.040239442231591045,0.09385522817275037,0.2066671130555083,0.325559371385852,0.38310401976766323,6,8,14,52,84
165,5,0,0,3,21,36,1,7,1,9,4,12,22,32,37,50,0.08857433703220573,0.10590704207083977,0.20933000801965812,0.2756810793199678,0.37787186870799266,6,8,14,52,85
166,5,0,0,3,21,37,1,7,1,9,4,12,22,32,38,50,0.1136869338667535,0.015493305413937909,0.11483266288352935,0.4778517058057962,0.4751403593204197,6,8,14,52,86
167,4,0,0,3,21,37,1,7,1,9,4,12,22,33,38,50,0.09057507442294935,0.10014187516338009,0.31740192966970243,0.47955646290923226,0.5459672297599597,6,8,14,53,86
168,5,0,0,3,21,37,1,7,1,9,4,12,22,33,38,51,0.02846996513601963,0.16111400428716116,0.3422904436040562,0.3213803492793396,0.4361798640773503,6,8,14,53,87
169,5,0,0,3,21,38,1,7,1,9,4,12,22,33,39,51,4.9585888976838e-5,0.11758298532126028,0.30243509604703506,0.5493297132893196,0.40585991682596995,6,8,14,53,88
170,4,0,0,3,21,38,1,7,1,9,4,12,22,34,39,51,0.21239728811491215,0.0782165019456754,0.2909280484049142,0.3870538118145992,0.404392185100712,6,8,14,54,88
171,5,0,0,3,21,38,1,7,1,9,4,12,22,34,39,52,0.0701728673031283,0.004033522172261792,0.43609454184488816,0.3996769757388804,0.3511421893966838,6,8,14,54,89
172,3,0,0,4,21,38,1,7,1,9,5,12,22,34,39,52,0.3294315940491232,0.08453465039420296,0.2866684144774983,0.32387266190826075,0.4085658468359276,6,8,15,54,89
173,5,0,0,4,21,38,1,7,1,9,5,12,22,34,39,53,0.0022278398695704626,0.08494438462111395,0.4252664737854528,0.4589648323540847,0.44156447652772685,6,8,15,54,90
174,4,0,0,4,21,38,1,7,1,9,5,12,22,35,39,53,0.10201015989110278,0.206941588283327,0.2532189108449395,0.2965401955277933,0.5114693379283191,6,8,15,55,90
175,5,0,0,4,21,39,1,7,1,9,5,12,22,35,40,53,0.24023782594247334,0.10283376754182315,0.15862046560916496,0.4162156284538008,0.5632084821126078,6,8,15,55,91
176,5,0,0,4,21,40,1,7,1,9,5,12,22,35,41,53,0.22604857522793528,0.39102385599727224,0.348077146592375,0.531928912088862,0.4272964496224404,6,8,15,55,92
177,4,0,0,4,21,40,1,7,1,9,5,12,22,36,41,53,0.03038215031779933,0.006929609053524702,0.2526745716381279,0.3509173687392402,0.46768753066918595,6,8,15,56,92
178,5,0,0,4,21,41,1,7,1,9,5,12,22,36,42,53,0.07351885176835471,0.11872735422910538,0.24359636286281255,0.3496679653913301,0.43826927253565945,6,8,15,56,93
179,5,0,0,4,21,42,1,7,1,9,5,12,22,36,43,53,0.07040037977946503,0.03197696847140823,0.23748013946467955,0.40723706242950297,0.45694961657827887,6,8,15,56,94
180,5,0,0,4,21,43,1,7,1,9,5,12,22,36,44,53,0.07715368337406989,0.109153450495819,0.32994179358981357,0.28205415377657955,0.4407640181674785,6,8,15,56,95
181,5,0,0,4,21,43,1,7,1,9,5,12,22,36,44,54,0.40823759961288136,0.17138025533929563,0.3067511764263579,0.3068677812313316,0.38878617751432243,6,8,15,56,96
182,1,0,0,4,21,43,1,8,1,9,5,12,22,36,44,54,0.022750120020471196,0.039784419497326924,0.3009423047651933,0.35540178742756356,0.3816921444896659,7,8,15,56,96
183,5,0,0,4,21,44,1,8,1,9,5,12,22,36,45,54,0.04800500146165851,0.1917710249382532,0.3127573608885237,0.39506325389466007,0.39965527591650457,7,8,15,56,97
184,5,0,0,4,21,44,1,8,1,9,5,12,22,36,45,55,0.04977979789139019,0.03512104992556119,0.17179190498838048,0.3799358507218264,0.3387611667381536,7,8,15,56,98
185,4,0,0,4,22,44,1,8,1,9,5,12,23,36,45,55,0.09476996396552519,0.037174274782905616,0.3493396456440352,0.3828065433753179,0.43689168743562423,7,8,15,57,98
186,5,0,0,4,22,45,1,8,1,9,5,12,23,36,46,55,0.03257105722038985,0.013956814812386911,0.1842926712573033,0.43317894969951387,0.3252491071093126,7,8,15,57,99
187,4,0,0,4,22,45,1,8,1,9,5,12,23,37,46,55,0.05862311482631519,0.36555527124101034,0.40774670904869537,0.4002488641110453,0.4363935674651319,7,8,15,58,99
188,5,0,0,4,22,45,1,8,1,9,5,12,23,37,46,56,0.0875885023347621,0.01426883219855126,0.4668084595741728,0.47605213785674927,0.4634709105347737,7,8,15,58,100
189,4,0,0,4,22,45,1,8,1,9,5,12,23,38,46,56,0.09181620066387054,0.02221473736488081,0.1809471286859873,0.4481128711306358,0.5146139866344099,7,8,15,59,100
190,5,0,0,4,22,46,1,8,1,9,5,12,23,38,47,56,0.2926040300609116,0.07186704338482432,0.2022960139068501,0.3116138688470823,0.5037917087321694,7,8,15,59,101
191,5,0,0,4,22,47,1,8,1,9,5,12,23,38,48,56,0.1270953997282884,0.2725737669754173,0.290262183658147,0.33393340633194624,0.4582848487694702,7,8,15,59,102
192,5,0,0,4,22,48,1,8,1,9,5,12,23,38,49,56,0.018654545291970883,0.08224810303782995,0.43132975024980824,0.3041743597460256,0.47423986536139173,7,8,15,59,103
193,5,0,0,4,22,48,1,8,1,9,5,12,23,38,49,57,0.14536603119688532,0.06022057575505819,0.4284980346108303,0.3733588442415956,0.4593859220599221,7,8,15,59,104
194,5,0,0,4,22,48,1,8,1,9,5,12,23,38,49,58,0.21932106834251852,0.06179914139180041,0.42164050394707653,0.41751712860095547,0.3763178841910138,7,8,15,59,105
195,3,0,0,5,22,48,1,8,1,9,6,12,23,38,49,58,0.08199066822717578,0.011428521324906848,0.25229100005877175,0.40043611184440137,0.5181275689458626,7,8,16,59,105
196,5,0,0,5,22,49,1,8,1,9,6,12,23,38,50,58,0.12258468222357176,0.004876410526980395,0.5452841635210975,0.4300864737541615,0.4797308197962045,7,8,16,59,106
197,3,0,0,5,22,49,1,8,1,9,6,13,23,38,50,58,0.05975836287085246,0.006376642047861452,0.4119123933409629,0.36513542325036846,0.3849040463496837,7,8,17,59,106
198,3,0,0,6,22,49,1,8,1,9,7,13,23,38,50,58,0.0062524589348105985,0.1543716782552092,0.2550023776105574,0.35938094033543616,0.4390848115554725,7,8,18,59,106
199,5,0,0,6,22,49,1,8,1,9,7,13,23,38,50,59,0.06668019206799862,0.03251958156929119,0.21928514178797587,0.41691390748450385,0.40262574421758074,7,8,18,59,107
200,4,0,0,6,23,49,1,8,1,9,7,13,24,38,50,59,0.031077240359679587,0.193456067719816,0.4370413528810574,0.42055358353206135,0.43453498293928655,7,8,18,60,107
201,3,0,0,7,23,49,1,8,1,9,8,13,24,38,50,59,0.19228541276047945,0.04861973293821632,0.41649275523403345,0.3585988280695856,0.49698921580950534,7,8,19,60,107
202,5,0,0,7,23,49,1,8,1,9,8,13,24,38,50,60,0.13601374573634148,0.08371194364513358,0.4612119768147765,0.2448218849059615,0.48560128999862096,7,8,19,60,108
203,5,0,0,7,23,50,1,8,1,9,8,13,24,38,51,60,0.3710452345656255,5.713887272253856e-4,0.350772049448746,0.4102878119132378,0.4535382586802309,7,8,19,60,109
204,5,0,0,7,23,51,1,8,1,9,8,13,24,38,52,60,0.06693722766855847,0.08561442736575928,0.3144320289691556,0.3968637171301295,0.42334254770513396,7,8,19,60,110
205,5,0,0,7,23,52,1,8,1,9,8,13,24,38,53,60,0.018042630996875766,0.1361821411054697,0.4395755021845762,0.3727882996980463,0.4896914849317949,7,8,19,60,111
206,5,0,0,7,23,52,1,8,1,9,8,13,24,38,53,61,0.052429872018626214,0.09427490090208845,0.32527731634937107,0.38572149296858493,0.41461623882268867,7,8,19,60,112
207,5,0,0,7,23,52,1,8,1,9,8,13,24,38,53,62,0.014798157451500307,0.05183208916565037,0.46896856264437675,0.41853660435955264,0.5550802827049506,7,8,19,60,113
208,5,0,0,7,23,53,1,8,1,9,8,13,24,38,54,62,0.08299096658860707,0.027298031851184144,0.31543994927444674,0.416455146173523,0.45468253219095195,7,8,19,60,114
209,5,0,0,7,23,53,1,8,1,9,8,13,24,38,54,63,0.3825844973204448,0.054579175476476026,0.5100796452051147,0.3977684643088728,0.48533172225372623,7,8,19,60,115
210,3,0,0,7,23,53,1,8,1,9,8,14,24,38,54,63,0.12966973852873892,0.10895686320907333,0.15372535640523025,0.32783201316916555,0.5007343800373487,7,8,20,60,115
211,5,0,0,7,23,54,1,8,1,9,8,14,24,38,55,63,0.0998851952278155,0.0995151578999785,0.2976993105884832,0.40015631508412547,0.5357823143309763,7,8,20,60,116
212,5,0,0,7,23,55,1,8,1,9,8,14,24,38,56,63,0.021303406602357425,0.010281202452594682,0.5117803399382904,0.2906928641568362,0.5003507928467565,7,8,20,60,117
213,3,0,0,8,23,55,1,8,1,9,9,14,24,38,56,63,0.098197903601977,0.1486962849339419,0.43916552041021034,0.39298229651832944,0.4270785629760881,7,8,21,60,117
214,3,0,0,8,23,55,1,8,1,9,9,15,24,38,56,63,0.04189602498897169,0.018709503317989148,0.32677209904687654,0.46288652706336025,0.5478405141818711,7,8,22,60,117
215,5,0,0,8,23,56,1,8,1,9,9,15,24,38,57,63,0.050966336329138065,0.2007200042609486,0.28331614164663,0.3740570544085123,0.3834764299142387,7,8,22,60,118
216,5,0,0,8,23,56,1,8,1,9,9,15,24,38,57,64,0.16995751619630697,0.04750482685809948,0.3622202285164951,0.473185165952789,0.4586822118511102,7,8,22,60,119
217,4,0,0,8,24,56,1,8,1,9,9,15,25,38,57,64,0.03058287298692636,0.19656565773591272,0.6796180462461724,0.4622757650647912,0.48133020310359625,7,8,22,61,119
218,3,0,0,8,24,56,1,8,1,9,9,16,25,38,57,64,0.18411153560355648,0.006731368356981749,0.2809475360083129,0.417399894462489,0.5088493659468197,7,8,23,61,119
219,5,0,0,8,24,57,1,8,1,9,9,16,25,38,58,64,0.002113154320535411,0.2623828446103789,0.2003284160596103,0.44115004092603644,0.502825585401598,7,8,23,61,120
220,5,0,0,8,24,58,1,8,1,9,9,16,25,38,59,64,0.03895234233758306,0.21189085008122308,0.5099544942144901,0.5178822371088888,0.5464569944739114,7,8,23,61,121
221,5,0,0,8,24,58,1,8,1,9,9,16,25,38,59,65,0.24175128746686805,0.06849762197171559,0.4780635194091375,0.34696367552421437,0.44508068894124503,7,8,23,61,122
222,3,0,0,8,24,58,1,8,1,9,9,17,25,38,59,65,0.06272143641114332,0.15733431572682074,0.2412819696705358,0.3696706626238109,0.42297087579862835,7,8,24,61,122
223,5,0,0,8,24,59,1,8,1,9,9,17,25,38,60,65,0.3478811059588282,0.07302220626919982,0.4105222373217133,0.3348075542675559,0.49283748554404727,7,8,24,61,123
224,5,0,0,8,24,60,1,8,1,9,9,17,25,38,61,65,0.11213318539570895,0.011988057331461565,0.3757913945853441,0.36907203619916173,0.4978468396164633,7,8,24,61,124
225,5,0,0,8,24,61,1,8,1,9,9,17,25,38,62,65,0.10165230602241306,0.048376880212867776,0.2615222870727547,0.31924266813647195,0.5108778904163177,7,8,24,61,125
226,5,0,0,8,24,61,1,8,1,9,9,17,25,38,62,66,0.0869360348481992,0.05073487516707153,0.3754604220287593,0.4030900042194681,0.5306900782927816,7,8,24,61,126
227,5,0,0,8,24,62,1,8,1,9,9,17,25,38,63,66,0.14197094697518656,0.057099148779387134,0.316835376900685,0.30657673592907925,0.5333905646568352,7,8,24,61,127
228,5,0,0,8,24,62,1,8,1,9,9,17,25,38,63,67,0.08547113740148582,0.06237136050351577,0.3098511417741816,0.43500221959966623,0.5222834238909448,7,8,24,61,128
229,5,0,0,8,24,62,1,8,1,9,9,17,25,38,63,68,0.32199195339911474,0.1711579217714481,0.2996705497222565,0.27323018343973504,0.44326407964590997,7,8,24,61,129
230,5,0,0,8,24,62,1,8,1,9,9,17,25,38,63,69,0.03243818485346796,0.17383068644029692,0.25320730198650915,0.36016527053724695,0.485497579502786,7,8,24,61,130
231,5,0,0,8,24,62,1,8,1,9,9,17,25,38,63,70,0.2485908126674237,0.06814486973227857,0.37221466739535075,0.4519966280790483,0.5123849655664955,7,8,24,61,131
232,5,0,0,8,24,63,1,8,1,9,9,17,25,38,64,70,0.021463280751854528,0.051887103038595915,0.3423476706406674,0.455675858958078,0.477046769436703,7,8,24,61,132
233,5,0,0,8,24,63,1,8,1,9,9,17,25,38,64,71,0.01782890098084226,0.05439861518748298,0.33625765814268693,0.2777836882206866,0.5657592776247528,7,8,24,61,133
234,5,0,0,8,24,64,1,8,1,9,9,17,25,38,65,71,0.10139147334478855,0.10779472593042431,0.4681164992178144,0.3993376421407896,0.4845620355037835,7,8,24,61,134
235,5,0,0,8,24,65,1,8,1,9,9,17,25,38,66,71,0.1042323005916907,0.1481401390226932,0.2011826032890377,0.4644577638252994,0.5108613058527097,7,8,24,61,135
236,5,0,0,8,24,65,1,8,1,9,9,17,25,38,66,72,0.07242494996264082,0.05780946637830384,0.3506211295017226,0.4823420965668908,0.4801456996334244,7,8,24,61,136
237,4,0,0,8,24,65,1,8,1,9,9,17,25,39,66,72,0.004884146997895739,0.04457076426578308,0.43735425387243493,0.32562999741162274,0.5057034390291276,7,8,24,62,136
238,5,0,0,8,24,65,1,8,1,9,9,17,25,39,66,73,0.14851235613872066,0.00788159073045559,0.34696967105826415,0.37505604519307517,0.5290783954354599,7,8,24,62,137
239,5,0,0,8,24,66,1,8,1,9,9,17,25,39,67,73,0.15174064139731402,0.16528886743481927,0.2877502032102395,0.33444077842631903,0.5308921063168544,7,8,24,62,138
240,5,0,0,8,24,67,1,8,1,9,9,17,25,39,68,73,0.09603311814746598,0.01771399751110127,0.23882965753249163,0.3686653718579267,0.44935507194585383,7,8,24,62,139
241,5,0,0,8,24,68,1,8,1,9,9,17,25,39,69,73,0.0014909251947307215,0.036923124065690045,0.2592261718192412,0.4027887800004156,0.4884043291608566,7,8,24,62,140
242,5,0,0,8,24,68,1,8,1,9,9,17,25,39,69,74,0.10917884380323502,0.33058177705887853,0.43572762486192856,0.4625233565566866,0.5037412374739301,7,8,24,62,141
243,5,0,0,8,24,69,1,8,1,9,9,17,25,39,70,74,0.04249205459004489,0.028926435678824164,0.4452054905044669,0.3489863938042572,0.4967303785584054,7,8,24,62,142
244,5,0,0,8,24,69,1,8,1,9,9,17,25,39,70,75,0.09900524475779278,0.1895774834361271,0.2581151304251051,0.3840838278515538,0.44249809348342506,7,8,24,62,143
245,5,0,0,8,24,70,1,8,1,9,9,17,25,39,71,75,0.06665513363615855,0.00836427620629783,0.4523895332938151,0.32879139186810297,0.4925210261280603,7,8,24,62,144
246,5,0,0,8,24,70,1,8,1,9,9,17,25,39,71,76,0.034694860806616275,0.2118560479306077,0.38175879921722866,0.48673706302587305,0.4964801054165363,7,8,24,62,145
247,5,0,0,8,24,71,1,8,1,9,9,17,25,39,72,76,0.08763365102795503,0.011028551902293059,0.2046297000579339,0.32876453700241065,0.47775277342956335,7,8,24,62,146
248,5,0,0,8,24,72,1,8,1,9,9,17,25,39,73,76,0.0314354800410318,0.06751344556374349,0.32495951734474154,0.35874891441348167,0.5527148070763256,7,8,24,62,147
249,5,0,0,8,24,72,1,8,1,9,9,17,25,39,73,77,0.08291224763242092,0.1637769731105072,0.32932470035529493,0.460948551732023,0.4845724480290025,7,8,24,62,148
250,5,0,0,8,24,72,1,8,1,9,9,17,25,39,73,78,0.009519760976419163,0.2039949171105311,0.18949839835035573,0.38317028769481226,0.4954734227023702,7,8,24,62,149
251,5,0,0,8,24,73,1,8,1,9,9,17,25,39,74,78,0.0455099209821218,0.25040621073513464,0.29741922887055305,0.38891436445446337,0.4454656660294565,7,8,24,62,150
252,5,0,0,8,24,73,1,8,1,9,9,17,25,39,74,79,0.05922282700424028,0.1635972424891657,0.41312678932345775,0.4008647962112722,0.44797920605465086,7,8,24,62,151
253,5,0,0,8,24,73,1,8,1,9,9,17,25,39,74,80,0.11659200328447432,0.038703250722203715,0.3674386389533659,0.3871466047763236,0.4557758451967851,7,8,24,62,152
254,5,0,0,8,24,73,1,8,1,9,9,17,25,39,74,81,0.1860404210405571,0.01149837753206059,0.4504821459834874,0.34703555721063284,0.4450009383561055,7,8,24,62,153
255,3,0,0,8,24,73,1,8,1,9,9,18,25,39,74,81,0.2750854113731046,0.03642137058558297,0.43307288146794193,0.3879259145916318,0.47556430485050094,7,8,25,62,153
256,5,0,0,8,24,74,1,8,1,9,9,18,25,39,75,81,0.09119013518141555,0.3879063929834686,0.31305357633180886,0.3359720668548402,0.4789670402890613,7,8,25,62,154
257,5,0,0,8,24,75,1,8,1,9,9,18,25,39,76,81,0.17231688604436748,0.07761560974873462,0.16352130605728876,0.4517509211564935,0.510094182117245,7,8,25,62,155
258,5,0,0,8,24,75,1,8,1,9,9,18,25,39,76,82,0.07390053877498923,0.24110618898735328,0.321108255812526,0.41851980501921604,0.5290141888530884,7,8,25,62,156
259,5,0,0,8,24,76,1,8,1,9,9,18,25,39,77,82,0.16913750391167529,0.20779469039721254,0.399782783687775,0.30524671244379825,0.47931875756599,7,8,25,62,157
260,5,0,0,8,24,76,1,8,1,9,9,18,25,39,77,83,0.061015874918219755,0.17874640577641931,0.41330995258376857,0.41440295109204195,0.489961096252192,7,8,25,62,158
261,5,0,0,8,24,76,1,8,1,9,9,18,25,39,77,84,0.15433203739210638,0.004147599230289859,0.4033326450166061,0.402171424012126,0.5373953305820994,7,8,25,62,159
262,5,0,0,8,24,76,1,8,1,9,9,18,25,39,77,85,0.22889975829926024,0.1405239288846221,0.399256383671672,0.34733563459033817,0.5303938724592164,7,8,25,62,160
263,5,0,0,8,24,77,1,8,1,9,9,18,25,39,78,85,0.006180830372663651,0.06808269971406225,0.3438380193030031,0.3984553892628023,0.5374482707075208,7,8,25,62,161
264,5,0,0,8,24,78,1,8,1,9,9,18,25,39,79,85,0.08225680031186974,0.1017845193083883,0.3493505252152016,0.44167494038457566,0.4641341896032611,7,8,25,62,162
265,5,0,0,8,24,78,1,8,1,9,9,18,25,39,79,86,0.0017365657873602309,0.04868926994359664,0.3253793567292665,0.37381059173125675,0.5086313302673164,7,8,25,62,163
266,5,0,0,8,24,79,1,8,1,9,9,18,25,39,80,86,0.051344127161594456,0.1549080965511114,0.30736847311101323,0.260471140004188,0.46824440235086545,7,8,25,62,164
267,5,0,0,8,24,80,1,8,1,9,9,18,25,39,81,86,0.016723704023989434,0.02404881912080812,0.4419590860040765,0.36110214079374264,0.47273877393596564,7,8,25,62,165
268,5,0,0,8,24,81,1,8,1,9,9,18,25,39,82,86,0.07901705872147849,0.22855976307309792,0.4089368875330564,0.37305478955176147,0.4887918415433383,7,8,25,62,166
269,5,0,0,8,24,81,1,8,1,9,9,18,25,39,82,87,0.023014005816111772,0.0024556553833069332,0.5265175785808062,0.3688161779030346,0.5249531727963215,7,8,25,62,167
270,3,0,0,9,24,81,1,8,1,9,10,18,25,39,82,87,0.011158226127064942,0.056345772654310865,0.3464987473876234,0.45970966479984804,0.5417372809675761,7,8,26,62,167
271,5,0,0,9,24,81,1,8,1,9,10,18,25,39,82,88,0.00766400172937215,0.1834699378865483,0.5047940452373236,0.43960014008890785,0.4783161116428446,7,8,26,62,168
272,3,0,0,10,24,81,1,8,1,9,11,18,25,39,82,88,0.075936476259609,0.059520177419488375,0.47037250833339833,0.3646543428072865,0.5329250402474944,7,8,27,62,168
273,5,0,0,10,24,81,1,8,1,9,11,18,25,39,82,89,0.09395650734487329,0.07706089800705855,0.46627321299431473,0.39165634246960307,0.490374872658313,7,8,27,62,169
274,5,0,0,10,24,81,1,8,1,9,11,18,25,39,82,90,0.053853454644570586,0.1730935829402978,0.48125269206968746,0.344576059755831,0.47648489147872153,7,8,27,62,170
275,3,0,0,10,24,81,1,8,1,9,11,19,25,39,82,90,0.08535128264170394,0.08853245104485767,0.19135582810605412,0.403651608691841,0.46973796401220375,7,8,28,62,170
276,5,0,0,10,24,81,1,8,1,9,11,19,25,39,82,91,0.01574770717940134,0.02345339518985195,0.44453101567236664,0.38636483390334014,0.42090653778566633,7,8,28,62,171
277,3,0,0,11,24,81,1,8,1,9,12,19,25,39,82,91,0.17682813295108624,0.10630233481032197,0.41850580369351886,0.29609202688261066,0.5149297665309179,7,8,29,62,171
278,5,0,0,11,24,82,1,8,1,9,12,19,25,39,83,91,0.03851021927627266,0.05488345177728931,0.4526155497911778,0.324877559096035,0.5030917026598508,7,8,29,62,172
279,5,0,0,11,24,83,1,8,1,9,12,19,25,39,84,91,0.017290021451088638,0.11447398997996967,0.540334337286917,0.3329548668719376,0.4213968062975566,7,8,29,62,173
280,3,0,0,11,24,83,1,8,1,9,12,20,25,39,84,91,0.03385557897849724,0.021638836253913572,0.5055888407397451,0.34421770221334536,0.5606837447377185,7,8,30,62,173
281,5,0,0,11,24,84,1,8,1,9,12,20,25,39,85,91,0.11513077485224411,0.19492470762710898,0.35031625123790605,0.4257594142181142,0.4449248561987835,7,8,30,62,174
282,5,0,0,11,24,85,1,8,1,9,12,20,25,39,86,91,0.24358002547643343,0.08172217620189487,0.29775415228208213,0.44063556986700037,0.5051288517410938,7,8,30,62,175
283,5,0,0,11,24,86,1,8,1,9,12,20,25,39,87,91,0.006281787047160734,0.09936236572216403,0.5426067317456607,0.34726582874640305,0.4961518834444429,7,8,30,62,176
284,3,0,0,12,24,86,1,8,1,9,13,20,25,39,87,91,0.0445288047816484,0.10607420649148126,0.27300504701921957,0.4906965093389668,0.4710256728816283,7,8,31,62,176
285,4,0,0,12,24,86,1,8,1,9,13,20,25,40,87,91,0.1051964338405831,0.28641959058163496,0.39762253925436064,0.49232415756605635,0.48737378395966463,7,8,31,63,176
286,4,0,0,12,25,86,1,8,1,9,13,20,26,40,87,91,0.05800215203366319,0.2091318952869818,0.2804302914085923,0.39976919970682667,0.47084187043945713,7,8,31,64,176
287,5,0,0,12,25,86,1,8,1,9,13,20,26,40,87,92,0.07199638238215052,0.21363740698440298,0.568888720044637,0.38204936638192893,0.5200070258410643,7,8,31,64,177
288,3,0,0,12,25,86,1,8,1,9,13,21,26,40,87,92,0.008890084792261421,0.1549449264445082,0.3676142900032704,0.3873123576140352,0.4578550462271392,7,8,32,64,177
289,5,0,0,12,25,86,1,8,1,9,13,21,26,40,87,93,0.05622821388028473,0.11169997316367306,0.3190211977764409,0.3387523632417124,0.502224112368148,7,8,32,64,178
290,5,0,0,12,25,86,1,8,1,9,13,21,26,40,87,94,0.037079542197147854,0.1904687163668859,0.3580228141633441,0.4187520719695189,0.465141759301901,7,8,32,64,179
291,5,0,0,12,25,86,1,8,1,9,13,21,26,40,87,95,0.24227351514650308,0.015541047959262972,0.3954089822214104,0.469262439700745,0.5218319816426763,7,8,32,64,180
292,5,0,0,12,25,86,1,8,1,9,13,21,26,40,87,96,0.013354054453260045,0.08571079379482305,0.5365123994262407,0.5092392194092095,0.4622311840166186,7,8,32,64,181
293,3,0,0,12,25,86,1,8,1,9,13,22,26,40,87,96,0.09294628254999772,0.1094862551211363,0.5191200588416937,0.4376712630544711,0.5097248813997877,7,8,33,64,181
294,3,0,0,12,25,86,1,8,1,9,13,23,26,40,87,96,0.023757525257161686,0.006784645978683368,0.4986979133040232,0.3734237636422888,0.5606514252557891,7,8,34,64,181
295,5,0,0,12,25,86,1,8,1,9,13,23,26,40,87,97,0.052678429252790454,0.09907929398281716,0.4325942484788617,0.3306554825345481,0.4534947927931219,7,8,34,64,182
296,5,0,0,12,25,87,1,8,1,9,13,23,26,40,88,97,0.04430076328232044,0.09674605305096277,0.3216264159781331,0.3947050728044276,0.47925097254598564,7,8,34,64,183
297,5,0,0,12,25,87,1,8,1,9,13,23,26,40,88,98,0.14730393605626768,0.0011248591726247229,0.3064136521941842,0.3745884258867521,0.4252681274111305,7,8,34,64,184
298,5,0,0,12,25,87,1,8,1,9,13,23,26,40,88,99,0.28738363947263995,0.017545749366368178,0.4373000665416148,0.34410388979704026,0.42958448279668504,7,8,34,64,185
299,3,0,0,12,25,87,1,8,1,9,13,24,26,40,88,99,0.05950448690208023,0.13515437121079094,0.3920874131392347,0.4102442320519335,0.4795897795551695,7,8,35,64,185
300,5,0,0,12,25,87,1,8,1,9,13,24,26,40,88,100,0.1407642442587843,0.11800011316298749,0.41824155857409817,0.4026230533642911,0.5111148274055876,7,8,35,64,186
301,5,0,0,12,25,88,1,8,1,9,13,24,26,40,89,100,0.0832853436636641,0.009571448424182874,0.2872865071858606,0.4143218568326231,0.47379361717173063,7,8,35,64,187
302,5,0,0,12,25,88,1,8,1,9,13,24,26,40,89,101,0.06670721340736263,0.22336601036138654,0.41827121672830503,0.3624978590190693,0.5095822888817204,7,8,35,64,188
303,5,0,0,12,25,88,1,8,1,9,13,24,26,40,89,102,0.11285336036415924,0.1572284124659322,0.5081451199424163,0.3796623196292626,0.44736802135336684,7,8,35,64,189
304,3,0,0,12,25,88,1,8,1,9,13,25,26,40,89,102,0.02720703274487565,0.010273022579144203,0.25974264758003635,0.4637107536218135,0.5122907962868394,7,8,36,64,189
305,5,0,0,12,25,88,1,8,1,9,13,25,26,40,89,103,0.0017976467106693794,0.10791881991145207,0.22990022881539743,0.3515588770615312,0.45792805129141245,7,8,36,64,190
306,5,0,0,12,25,88,1,8,1,9,13,25,26,40,89,104,0.037550875690997576,0.09788056251594246,0.20765491353737808,0.42973470369780475,0.45149294111428057,7,8,36,64,191
307,5,0,0,12,25,88,1,8,1,9,13,25,26,40,89,105,0.06548025726942679,0.04136811624710649,0.15840554303018875,0.3626956799413033,0.4622192040842691,7,8,36,64,192
308,5,0,0,12,25,88,1,8,1,9,13,25,26,40,89,106,0.22262785016006842,0.02368508251073179,0.42052832835645965,0.4321887736256326,0.4234994950079497,7,8,36,64,193
309,4,0,0,12,26,88,1,8,1,9,13,25,27,40,89,106,0.04873109267091285,0.17832231437621165,0.24558677371138224,0.37953958327498527,0.4296226760731492,7,8,36,65,193
310,5,0,0,12,26,88,1,8,1,9,13,25,27,40,89,107,0.17554121342172632,0.12159201023217997,0.40008271786266864,0.4283214268474192,0.45478149513727645,7,8,36,65,194
