iteration,choice,cr1,cr2,cr3,cr4,cr5,mu1,mu2,mu3,mu4,mu5,n1,n2,n3,n4,n5,p1,p2,p3,p4,p5
134,5,1,4,1,15,36,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3409090909090909,0.46153846153846156,22,18,22,44,78,0.024906953137281328,0.09701817835843697,0.024906953137281328,0.2417427827448182,0.6114251326221821
135,5,1,4,1,15,37,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3409090909090909,0.46835443037974683,22,18,22,44,79,0.024113320645965924,0.0939268014979635,0.024113320645965924,0.2340399165664531,0.6238066406436515
136,5,1,4,1,15,37,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3409090909090909,0.4625,22,18,22,44,80,0.024794407816435996,0.0965797890479903,0.024794407816435996,0.24065043640698633,0.6131809589121514
137,5,1,4,1,15,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3409090909090909,0.4691358024691358,22,18,22,44,81,0.024022977087698065,0.09357489304086493,0.024022977087698065,0.2331630568775797,0.6252160959061592
138,5,1,4,1,15,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3409090909090909,0.4634146341463415,22,18,22,44,82,0.024687527193232625,0.09616346500755661,0.024687527193232625,0.23961307069098436,0.6148484099149938
139,4,1,4,1,15,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3333333333333333,0.4634146341463415,22,18,22,45,82,0.025027003333067212,0.09748580084291045,0.025027003333067212,0.22915705306224185,0.6233031394287132
140,5,1,4,1,15,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3333333333333333,0.4578313253012048,22,18,22,45,83,0.02570043782978063,0.10010897950931548,0.02570043782978063,0.23532328329937935,0.6131668615317439
141,5,1,4,1,15,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3333333333333333,0.4523809523809524,22,18,22,45,84,0.02636418643230131,0.10269442944169305,0.02636418643230131,0.24140082569243343,0.6031763720012709
142,4,1,4,1,16,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.34782608695652173,0.4523809523809524,22,18,22,46,84,0.025634389018399775,0.09985170454968509,0.025634389018399775,0.2623999078002432,0.5864796096132722
143,4,1,4,1,17,38,0.045454545454545456,0.2222222222222222,0.045454545454545456,0.3617021276595745,0.4523809523809524,22,18,22,47,84,0.024898449093711018,0.09698505319811226,0.024898449093711018,0.2835757335987157,0.5696423150157499
144,3,1,4,2,17,38,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3617021276595745,0.4523809523809524,22,18,23,47,84,0.02466746170466547,0.09608530542143914,0.03394464150715736,0.2809449505304969,0.5643576408362412
145,5,1,4,2,17,39,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3617021276595745,0.4588235294117647,22,18,23,47,85,0.02397988114325258,0.09340702465480855,0.03299846893602345,0.27311389401058994,0.5765007312553255
146,5,1,4,2,17,40,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3617021276595745,0.46511627906976744,22,18,23,47,86,0.0233132981028998,0.09081053395025687,0.03208119083864845,0.2655219844116805,0.5882729926965145
147,5,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3617021276595745,0.47126436781609193,22,18,23,47,87,0.022667510756242123,0.08829504714485249,0.031192529482461682,0.25816692306276,0.5996779895536838
148,4,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3541666666666667,0.47126436781609193,22,18,23,48,87,0.02300194088486946,0.08959772763285792,0.0316527353585815,0.24722212484437522,0.6085254712793159
149,5,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3541666666666667,0.4659090909090909,22,18,23,48,88,0.023581057557463526,0.09185351718376757,0.032449651882761416,0.2534464019629068,0.5986693714131006
150,4,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3469387755102041,0.4659090909090909,22,18,23,49,88,0.023908771084255286,0.09313003499859275,0.032900615111859634,0.24307130695473655,0.6069892718505557
151,4,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.4659090909090909,22,18,23,50,88,0.024214695021040938,0.09432167746483884,0.03332159390923153,0.23338604940526275,0.614755984199626
152,5,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.4606741573033708,22,18,23,50,89,0.024816841567944215,0.096667173550345,0.03415020160766929,0.23918965765317432,0.6051761256208672
153,5,1,4,2,17,41,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.45555555555555555,22,18,23,50,90,0.025410562250278764,0.09897984900030227,0.03496721456013774,0.24491205574160174,0.5957303184476795
154,5,1,4,2,17,42,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.46153846153846156,22,18,23,50,91,0.024717060900411113,0.09627850543240647,0.034012894452628055,0.23822795172285655,0.6067635874916978
155,5,1,4,2,17,43,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.4673913043478261,22,18,23,50,92,0.02404519232830351,0.0936614263941601,0.03308834298911835,0.23175234872114645,0.6174526895672716
156,5,1,4,2,17,43,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.46236559139784944,22,18,23,50,93,0.024621704398643026,0.09590707043410773,0.033881675346801615,0.23730888678260348,0.6082806630378441
157,5,1,4,2,17,44,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.46808510638297873,22,18,23,50,94,0.023966005858549747,0.09335297730350653,0.032979375298798574,0.2309891337673293,0.6187125077718159
158,5,1,4,2,17,44,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.34,0.4631578947368421,22,18,23,50,95,0.024530486008392215,0.09555175430988554,0.03375615065386824,0.23642970578464972,0.6097319032432043
159,4,1,4,2,17,44,0.045454545454545456,0.2222222222222222,0.08695652173913043,0.3333333333333333,0.4631578947368421,22,18,23,51,95,0.024823878434181934,0.09669458372532597,0.03415988496725581,0.2272971618634176,0.6170244910098187
160,3,1,4,3,17,44,0.045454545454545456,0.2222222222222222,0.125,0.3333333333333333,0.4631578947368421,22,18,24,51,95,0.02453890558804067,0.09558455046425796,0.04524752412195327,0.22468783877525514,0.609941181050493
161,4,1,4,3,17,44,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.4631578947368421,22,18,24,52,95,0.024807084036582636,0.09662916577345003,0.04574202094357618,0.21621468125048332,0.6166070479959078
162,5,1,4,3,17,44,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.4583333333333333,22,18,24,52,96,0.025377159208321117,0.09884973664715736,0.046793188037887616,0.2211833676694305,0.6077965484372033
163,5,1,4,3,17,44,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.4536082474226804,22,18,24,52,97,0.025939920903253345,0.10104181988557272,0.047830869741947286,0.22608831096346368,0.5990990785057629
164,5,1,4,3,17,44,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.4489795918367347,22,18,24,52,98,0.026495144429661378,0.10320454026397283,0.048854651744534516,0.2309275527545605,0.5905181108072708
165,5,1,4,3,17,45,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.45454545454545453,22,18,24,52,99,0.025827964874775185,0.10060572600129354,0.047624432943819156,0.2251125196541837,0.6008293565259284
166,5,1,4,3,17,45,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.45,22,18,24,52,100,0.026372423284644175,0.10272651383215653,0.048628365044440375,0.2298579343659801,0.5924147634727789
167,5,1,4,3,17,46,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.45544554455445546,22,18,24,52,101,0.025720595826694937,0.10018749943622915,0.04742645412298169,0.22417670775172052,0.6024887428623736
168,5,1,4,3,17,46,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.45098039215686275,22,18,24,52,102,0.026254682274841984,0.10226788614589837,0.04841126126358699,0.22883172206037622,0.5942344482552964
169,5,1,4,3,17,46,0.045454545454545456,0.2222222222222222,0.125,0.3269230769230769,0.44660194174757284,22,18,24,52,103,0.026781767777355556,0.10432100259941052,0.04938315929317711,0.23342571721714928,0.5860883531129075
170,2,1,4,3,17,46,0.045454545454545456,0.21052631578947367,0.125,0.3269230769230769,0.44660194174757284,22,19,24,52,103,0.027024332313672416,0.09620876884025885,0.049830426375596495,0.23553987194106119,0.5913966005294111
171,2,1,4,3,17,46,0.045454545454545456,0.2,0.125,0.3269230769230769,0.44660194174757284,22,20,24,52,103,0.027228083731808517,0.08939458586950688,0.05020612557595074,0.2373157375712846,0.5958554672514493
172,5,1,4,3,17,47,0.045454545454545456,0.2,0.125,0.3269230769230769,0.4519230769230769,22,20,24,52,104,0.026566693286949574,0.08722312475977247,0.048986581370916216,0.23155116145236596,0.6056724391299957
173,2,1,4,3,17,47,0.045454545454545456,0.19047619047619047,0.125,0.3269230769230769,0.4519230769230769,22,21,24,52,104,0.026731399346215646,0.08156416372588779,0.04929028445836382,0.23298671381522007,0.6094274386543127
174,2,1,4,3,17,47,0.045454545454545456,0.18181818181818182,0.125,0.3269230769230769,0.4519230769230769,22,22,24,52,104,0.026872621335352148,0.07671206698328902,0.049550685042940766,0.234217582680004,0.6126470439584141
175,4,1,4,3,17,47,0.045454545454545456,0.18181818181818182,0.125,0.32075471698113206,0.4519230769230769,22,22,24,53,104,0.027167492800642713,0.07755382333130381,0.05009440137498098,0.225814703754611,0.6193695787384615
176,4,1,4,3,17,47,0.045454545454545456,0.18181818181818182,0.125,0.3148148148148148,0.4519230769230769,22,22,24,54,104,0.0274442864253152,0.07834397367843388,0.050604783802764355,0.21792698456431325,0.6256799715291733
177,2,1,5,3,17,47,0.045454545454545456,0.21739130434782608,0.125,0.3148148148148148,0.4519230769230769,22,23,24,54,104,0.0267838494259913,0.10052329840196296,0.04938699766512574,0.21268264913045043,0.6106232053764696
178,2,1,5,3,17,47,0.045454545454545456,0.20833333333333334,0.125,0.3148148148148148,0.4519230769230769,22,24,24,54,104,0.026966294999264586,0.09439626491028826,0.049723410813137116,0.21413139562049868,0.6147826336568113
179,5,1,5,3,17,48,0.045454545454545456,0.20833333333333334,0.125,0.3148148148148148,0.45714285714285713,22,24,24,54,105,0.026303778500754296,0.09207710749906363,0.048501790266940216,0.20887054749688796,0.6242467762363538
180,4,1,5,3,18,48,0.045454545454545456,0.20833333333333334,0.125,0.32727272727272727,0.45714285714285713,22,24,24,55,105,0.025762595495915894,0.09018268135371943,0.04750389771717015,0.22514751752647955,0.6114033079067149
181,4,1,5,3,19,48,0.045454545454545456,0.20833333333333334,0.125,0.3392857142857143,0.45714285714285713,22,24,24,56,105,0.025213028805356967,0.08825890788356767,0.04649054640863397,0.2416766407094231,0.5983608761930183
182,1,1,5,3,19,48,0.043478260869565216,0.20833333333333334,0.125,0.3392857142857143,0.45714285714285713,23,24,24,56,105,0.024842084105687855,0.08829249386188442,0.04650823788614096,0.24176860815621318,0.5985885759900735
183,5,1,5,3,19,48,0.043478260869565216,0.20833333333333334,0.125,0.3392857142857143,0.4528301886792453,23,24,24,56,106,0.02533696644121993,0.09005137992741855,0.04743473444289745,0.24658491152889567,0.5905920076595683
184,5,1,5,3,19,48,0.043478260869565216,0.20833333333333334,0.125,0.3392857142857143,0.4485981308411215,23,24,24,56,107,0.02582550028300267,0.0917877024937305,0.048349345633826465,0.25133942996875464,0.5826980216206857
185,4,1,5,3,19,48,0.043478260869565216,0.20833333333333334,0.125,0.3333333333333333,0.4485981308411215,23,24,24,57,107,0.026119309202407393,0.09283194347217437,0.048899401541318395,0.2428221447014262,0.5893272010826737
186,5,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3333333333333333,0.4537037037037037,23,24,24,57,108,0.02551696775183816,0.09069113159017264,0.0477717248394533,0.237222385468272,0.5987977903502639
187,5,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3333333333333333,0.44954128440366975,23,24,24,57,109,0.026007706691833617,0.09243529140635393,0.048690464316551996,0.24178461492751124,0.5910819226577493
188,4,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3275862068965517,0.44954128440366975,23,24,24,58,109,0.026282520563687486,0.09341202113605737,0.04920495854627183,0.23377283179953665,0.5973276679544467
189,5,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3275862068965517,0.44545454545454544,23,24,24,58,110,0.026777523910920475,0.09517133729533138,0.05013168165571806,0.238175694681447,0.589743762456583
190,5,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3275862068965517,0.44144144144144143,23,24,24,58,111,0.02726633504437859,0.0969086453978585,0.051046811979709644,0.24252348022228756,0.5822547273557658
191,4,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3220338983050847,0.44144144144144143,23,24,24,59,111,0.02754565097822414,0.097901376131305215,0.05156973476836988,0.23476390193120342,0.5882193361908974
192,4,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.31666666666666665,0.44144144144144143,23,24,24,60,111,0.027809709615267884,0.09883988014293218,0.05206409352890193,0.22742818126762337,0.5938581354452747
193,4,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3114754098360656,0.44144144144144143,23,24,24,61,111,0.028059520441546696,0.09972774529756324,0.05253177817587759,0.2204882740529396,0.5991926820320729
194,5,1,5,3,19,49,0.043478260869565216,0.20833333333333334,0.125,0.3114754098360656,0.4375,23,24,24,61,112,0.028570770264199505,0.10154480386786764,0.05348891720938325,0.22450561252604062,0.591889896132509
195,4,1,5,3,20,49,0.043478260869565216,0.20833333333333334,0.125,0.3225806451612903,0.4375,23,24,24,62,112,0.028009972694061736,0.09955164516956776,0.05243901710088287,0.23972730113048896,0.5802720639049987
196,5,1,5,3,20,50,0.043478260869565216,0.20833333333333334,0.125,0.3225806451612903,0.4424778761061947,23,24,24,62,113,0.02738959049643354,0.09734671376594335,0.051277565319910394,0.23441767260884674,0.5895684578088659
197,5,1,5,3,20,50,0.043478260869565216,0.20833333333333334,0.125,0.3225806451612903,0.43859649122807015,23,24,24,62,114,0.027872976140610933,0.09906473886560412,0.052182538285725305,0.2385547968092012,0.5823249498988584
198,5,1,5,3,20,51,0.043478260869565216,0.20833333333333334,0.125,0.3225806451612903,0.4434782608695652,23,24,24,62,115,0.027265413223399346,0.09690536910780145,0.05104508618773468,0.23335488390671633,0.5914292475743482
199,4,1,5,3,21,51,0.043478260869565216,0.20833333333333334,0.125,0.3333333333333333,0.4434782608695652,23,24,24,63,115,0.02672759542299824,0.094993883958701,0.0500382077755193,0.2484771703964618,0.5797631424463197
200,2,1,6,3,21,51,0.043478260869565216,0.24,0.125,0.3333333333333333,0.4434782608695652,23,25,24,63,115,0.026045178157878695,0.11810078111316576,0.04876061671799113,0.24213297413102855,0.5649604498799359
201,5,1,6,3,21,51,0.043478260869565216,0.24,0.125,0.3333333333333333,0.4396551724137931,23,25,24,63,116,0.026478704484483934,0.12006658827696556,0.049572245301240506,0.24616331779728112,0.5577191441400289
202,5,1,6,3,21,51,0.043478260869565216,0.24,0.125,0.3333333333333333,0.4358974358974359,23,25,24,63,117,0.026906257679409223,0.12200531052267352,0.05037269125472684,0.25013813133316654,0.5505776092100239
203,4,1,6,3,21,51,0.043478260869565216,0.24,0.125,0.328125,0.4358974358974359,23,25,24,64,117,0.027173192495131,0.12321571538348666,0.050872434668236946,0.242698812119237,0.5560398453339084
204,5,1,6,3,21,51,0.043478260869565216,0.24,0.125,0.328125,0.4322033898305085,23,25,24,64,118,0.02760319243380841,0.12516553228735197,0.051677461305855335,0.24653937941169082,0.5490144345612935
205,3,1,6,3,21,51,0.043478260869565216,0.24,0.12,0.328125,0.4322033898305085,23,25,25,64,118,0.02765711986405519,0.12541006398519502,0.04982475540310468,0.24702103511938442,0.5500870256282606
206,5,1,6,3,21,51,0.043478260869565216,0.24,0.12,0.328125,0.42857142857142855,23,25,25,64,119,0.02808273402844527,0.12733999377728938,0.050591506306346526,0.2508224306358333,0.5431633352520855
207,4,1,6,3,21,51,0.043478260869565216,0.24,0.12,0.3230769230769231,0.42857142857142855,23,25,25,65,119,0.028353598681441307,0.12856821832238055,0.05107947342473091,0.24359643468569914,0.5484022748857481
208,4,1,6,3,21,51,0.043478260869565216,0.24,0.12,0.3181818181818182,0.42857142857142855,23,25,25,66,119,0.02861115608445613,0.12973610169384933,0.05154346731384698,0.2367254431017977,0.5533838318060499
209,5,1,6,3,21,51,0.043478260869565216,0.24,0.12,0.3181818181818182,0.425,23,25,25,66,120,0.02904673869585413,0.1317112329958349,0.05232817653799716,0.24032940396189906,0.5465844478084149
210,5,1,6,3,21,51,0.043478260869565216,0.24,0.12,0.3181818181818182,0.4214876033057851,23,25,25,66,121,0.029476211203729872,0.13365865828658538,0.05310187831035984,0.2438828105221519,0.539880441677173
211,5,1,6,3,21,52,0.043478260869565216,0.24,0.12,0.3181818181818182,0.4262295081967213,23,25,25,66,122,0.028896649929744195,0.13103066170519342,0.052057789162271155,0.23908758662473525,0.5489273125780559
212,4,1,6,3,21,52,0.043478260869565216,0.24,0.12,0.31343283582089554,0.4262295081967213,23,25,25,67,122,0.029146623507057663,0.13216415653327324,0.05250812066490421,0.2325052319761484,0.5536758673186165
213,4,1,6,3,21,52,0.043478260869565216,0.24,0.12,0.3088235294117647,0.4262295081967213,23,25,25,68,122,0.02938461890073625,0.13324333678400513,0.05293687327310738,0.22623828927460832,0.558196881767543
214,5,1,6,3,21,52,0.043478260869565216,0.24,0.12,0.3088235294117647,0.42276422764227645,23,25,25,68,123,0.0298224947635978,0.13522886673972584,0.0537257138274109,0.22960958656667418,0.5516133381025914
215,2,1,7,3,21,52,0.043478260869565216,0.2692307692307692,0.12,0.3088235294117647,0.42276422764227645,23,26,25,68,123,0.028839186227202926,0.16374213647464547,0.05195426735892544,0.22203888973869793,0.5334255202005281
216,5,1,7,3,21,52,0.043478260869565216,0.2692307692307692,0.12,0.3088235294117647,0.41935483870967744,23,26,25,68,124,0.029242967293341728,0.16603471067964204,0.05268168557729595,0.2251476841033045,0.5268929523464159
217,5,1,7,3,21,53,0.043478260869565216,0.2692307692307692,0.12,0.3088235294117647,0.424,23,26,25,68,125,0.028692998580648596,0.16291211729919358,0.05169090791411241,0.22091336065896894,0.5357906155470764
218,4,1,7,3,22,53,0.043478260869565216,0.2692307692307692,0.12,0.3188405797101449,0.424,23,26,25,69,125,0.028194095483903378,0.16007946251097274,0.050792125796257526,0.2344598269130123,0.5264744892958542
219,5,1,7,3,22,53,0.043478260869565216,0.2692307692307692,0.12,0.3188405797101449,0.42063492063492064,23,26,25,69,126,0.02857856411836274,0.16226238525774858,0.05148475235196045,0.2376570371069087,0.5200172611650196
220,5,1,7,3,22,54,0.043478260869565216,0.2692307692307692,0.12,0.3188405797101449,0.4251968503937008,23,26,25,69,127,0.028057472708129597,0.1593037504288061,0.05054599762315484,0.2333236829151109,0.5287690963247985
221,4,1,7,3,23,54,0.043478260869565216,0.2692307692307692,0.12,0.32857142857142857,0.4251968503937008,23,26,25,70,127,0.02755770896651518,0.1564662091008432,0.049645665039441345,0.2469798318070418,0.5193505850861584
222,5,1,7,3,23,55,0.043478260869565216,0.2692307692307692,0.12,0.32857142857142857,0.4296875,23,26,25,70,128,0.027063698446637155,0.15366133321674222,0.048755696979120175,0.24255237249761094,0.5279668988598895
223,5,1,7,3,23,55,0.043478260869565216,0.2692307692307692,0.12,0.32857142857142857,0.4263565891472868,23,26,25,70,129,0.027430052532886592,0.15574140580672796,0.04941568987888808,0.2458357394390955,0.5215771123424018
224,4,1,7,3,24,55,0.043478260869565216,0.2692307692307692,0.12,0.3380281690140845,0.4263565891472868,23,26,25,71,129,0.02693050188093157,0.15290507435188058,0.048515741179693664,0.25957042870345953,0.5120782538840346
225,2,1,7,3,24,55,0.043478260869565216,0.25925925925925924,0.12,0.3380281690140845,0.4263565891472868,23,27,25,71,129,0.027238016214008367,0.14323225680599347,0.04906973329831674,0.2625344145817072,0.5179255790999743
226,1,1,7,3,24,55,0.041666666666666664,0.25925925925925924,0.12,0.3380281690140845,0.4263565891472868,24,27,25,71,129,0.026871206472940258,0.14328626692142493,0.04908823654624937,0.26263341123478295,0.5181208788246024
227,4,1,7,3,24,55,0.041666666666666664,0.25925925925925924,0.12,0.3333333333333333,0.4263565891472868,24,27,25,72,129,0.02712388035787267,0.14463360864785457,0.049549820414659315,0.2556998453455741,0.5229928452340393
228,2,1,7,3,24,55,0.041666666666666664,0.25,0.12,0.3333333333333333,0.4263565891472868,24,28,25,72,129,0.02739628801129601,0.13604308441566074,0.050047453870072624,0.25826786267688057,0.5282453110260901
229,2,1,7,3,24,55,0.041666666666666664,0.2413793103448276,0.12,0.3333333333333333,0.4263565891472868,24,29,25,72,129,0.027637530751949912,0.12843536274050085,0.050488155359609745,0.2605420848995885,0.532896866248351
230,5,1,7,3,24,55,0.041666666666666664,0.2413793103448276,0.12,0.3333333333333333,0.4230769230769231,24,29,25,72,130,0.028009379402924,0.13016339397458834,0.051167447320571796,0.26404754360577387,0.526612235696142
231,4,1,7,3,24,55,0.041666666666666664,0.2413793103448276,0.12,0.3287671232876712,0.4230769230769231,24,29,25,73,130,0.028266993352682384,0.13136056102186142,0.05163805568406629,0.25727868177564317,0.5314557081657467
232,5,1,7,3,24,56,0.041666666666666664,0.2413793103448276,0.12,0.3287671232876712,0.42748091603053434,24,29,25,73,131,0.027758663141596165,0.1289982814231962,0.05070943963288402,0.2526519949192363,0.5398816208830873
233,5,1,7,3,24,57,0.041666666666666664,0.2413793103448276,0.12,0.3287671232876712,0.4318181818181818,24,29,25,73,132,0.027259374071303133,0.12667801723494454,0.049797339909628854,0.2481075981301173,0.5481576706540062
234,5,1,7,3,24,57,0.041666666666666664,0.2413793103448276,0.12,0.3287671232876712,0.42857142857142855,24,29,25,73,133,0.027632991702793396,0.12841426916198448,0.05047986343870495,0.25150816679048493,0.5419647089060322
235,4,1,7,3,24,57,0.041666666666666664,0.2413793103448276,0.12,0.32432432432432434,0.42857142857142855,24,29,25,74,133,0.02786848514043943,0.12950863918217675,0.050910062119359605,0.24512938172268245,0.5465834318353417
236,2,1,8,3,24,57,0.041666666666666664,0.26666666666666666,0.12,0.32432432432432434,0.42857142857142855,24,30,25,74,133,0.027114464228686994,0.15306100258653088,0.04953261905910121,0.23849706285165634,0.5317948512740246
237,5,1,8,3,24,57,0.041666666666666664,0.26666666666666666,0.12,0.32432432432432434,0.4253731343283582,24,30,25,74,134,0.02746947223440904,0.1550650208412811,0.05018114658160917,0.2416196901674472,0.5256646701752534
238,4,1,8,3,25,57,0.041666666666666664,0.26666666666666666,0.12,0.3333333333333333,0.4253731343283582,24,30,25,75,134,0.027001320946456627,0.15242230937585002,0.049325929262447075,0.2545444641047175,0.5167059763105288
239,5,1,8,3,25,58,0.041666666666666664,0.26666666666666666,0.12,0.3333333333333333,0.42962962962962964,24,30,25,75,135,0.026544799656368554,0.14984524918488934,0.04849195758727092,0.25024078698579816,0.524877206585673
240,2,1,8,3,25,58,0.041666666666666664,0.25806451612903225,0.12,0.3333333333333333,0.42962962962962964,24,31,25,75,135,0.026801947883506896,0.1416095197842009,0.04896171517012925,0.2526649520035839,0.5299618651585791
241,2,1,8,3,25,58,0.041666666666666664,0.25,0.12,0.3333333333333333,0.42962962962962964,24,32,25,75,135,0.027032202211805474,0.13423512579242639,0.04938234306209609,0.2548355852374459,0.5345147436962261
242,4,1,8,3,25,58,0.041666666666666664,0.25,0.12,0.32894736842105265,0.42962962962962964,24,32,25,76,135,0.027262688448115385,0.13537966254463268,0.04980339460289792,0.2484820465932399,0.5390722078111141
243,5,1,8,3,25,59,0.041666666666666664,0.25,0.12,0.32894736842105265,0.4338235294117647,24,32,25,76,136,0.026789204109031038,0.13302845825429285,0.0489384348824878,0.2441665383179121,0.5470773644362762
244,5,1,8,3,25,60,0.041666666666666664,0.25,0.12,0.32894736842105265,0.43795620437956206,24,32,25,76,137,0.026324035428734634,0.13071854743663053,0.048088666181730313,0.23992682197771684,0.5549419289751877
245,4,1,8,3,25,60,0.041666666666666664,0.25,0.12,0.3246753246753247,0.43795620437956206,24,32,25,77,137,0.026529808687023326,0.13174036574779413,0.04846457213101993,0.23398537980017137,0.5592798736339913
246,5,1,8,3,25,61,0.041666666666666664,0.25,0.12,0.3246753246753247,0.4420289855072464,24,32,25,77,138,0.02606586020569593,0.12943651413170232,0.04761703248595015,0.22989348592744235,0.5669871072492093
247,5,1,8,3,25,61,0.041666666666666664,0.25,0.12,0.3246753246753247,0.43884892086330934,24,32,25,77,139,0.026427960090401013,0.13123461120096672,0.04827851543096315,0.23308710409664382,0.5609718091810253
248,5,1,8,3,25,62,0.041666666666666664,0.25,0.12,0.3246753246753247,0.44285714285714284,24,32,25,77,140,0.0259717518911683,0.12896919588142625,0.04744511570918938,0.22906347731423013,0.568550459203986
249,2,1,8,3,25,62,0.041666666666666664,0.24242424242424243,0.12,0.3246753246753247,0.44285714285714284,24,33,25,77,140,0.02616276338652457,0.12256312450459914,0.0477940549157912,0.2307481444678609,0.5727319127252242
250,2,1,8,3,25,62,0.041666666666666664,0.23529411764705882,0.12,0.3246753246753247,0.44285714285714284,24,34,25,77,140,0.026335026341709367,0.11678583458579789,0.04810874434742437,0.2322674548206012,0.5765029399044671
251,5,1,8,3,25,62,0.041666666666666664,0.23529411764705882,0.12,0.3246753246753247,0.4397163120567376,24,34,25,77,141,0.02670249370265853,0.11841541269499158,0.04878003258137335,0.23550841260624528,0.5705936484147313
252,4,1,8,3,25,62,0.041666666666666664,0.23529411764705882,0.12,0.32051282051282054,0.4397163120567376,24,34,25,78,141,0.026902144158800885,0.11930078660134275,0.04914475341471412,0.22979242608304803,0.5748598897420942
253,5,1,8,3,25,63,0.041666666666666664,0.23529411764705882,0.12,0.32051282051282054,0.44366197183098594,24,34,25,78,142,0.026433863429326486,0.11722413951155046,0.048289299632181586,0.22579247112486087,0.5822602263020805
254,2,1,8,3,25,63,0.041666666666666664,0.22857142857142856,0.12,0.32051282051282054,0.44366197183098594,24,35,25,78,142,0.026590961126499515,0.11197776093456142,0.04857628521756891,0.22713436643076496,0.5857206262906052
255,4,1,8,3,25,63,0.041666666666666664,0.22857142857142856,0.12,0.31645569620253167,0.44366197183098594,24,35,25,79,142,0.02677784602322916,0.11276475589080683,0.04891768596661323,0.22170256148665798,0.5898371506326928
256,5,1,8,3,25,63,0.041666666666666664,0.22857142857142856,0.12,0.31645569620253167,0.4405594405594406,24,35,25,79,143,0.027155585223746354,0.11435546145763095,0.04960773876518972,0.22482998810102933,0.5840512264524037
257,5,1,8,3,25,63,0.041666666666666664,0.22857142857142856,0.12,0.31645569620253167,0.4375,24,35,25,79,144,0.02752956542276429,0.11593033741343672,0.05029092463149954,0.2279262927102814,0.578322879822018
258,5,1,8,3,25,64,0.041666666666666664,0.22857142857142856,0.12,0.31645569620253167,0.4413793103448276,24,35,25,79,145,0.027055612840481486,0.11393446563201802,0.049425109525868434,0.2240022839821648,0.5855825280194673
259,5,1,8,3,25,65,0.041666666666666664,0.22857142857142856,0.12,0.31645569620253167,0.4452054794520548,24,35,25,79,146,0.026590516986664117,0.11197589060787135,0.04857547386429672,0.22015160301108566,0.5927065155300822
260,4,1,8,3,25,65,0.041666666666666664,0.22857142857142856,0.12,0.3125,0.4452054794520548,24,35,25,80,146,0.02676712584176014,0.1127196119070297,0.04889810237239316,0.2149720071194466,0.5966431527593704
261,5,1,8,3,25,65,0.041666666666666664,0.22857142857142856,0.12,0.3125,0.4421768707482993,24,35,25,80,147,0.027140011296501558,0.11428987776197085,0.04957928836325795,0.21796672291767213,0.5910240996605974
